iter	Logloss
300	0.4110447566
301	0.4104655898
302	0.4097554617
303	0.4091103872
304	0.4086762634
305	0.4082108173
306	0.4078916874
307	0.4071377665
308	0.406425539
309	0.4058933341
310	0.4050384031
311	0.4042648094
312	0.4038948632
313	0.403108971
314	0.4028122243
315	0.4024788638
316	0.4018592851
317	0.4012464633
318	0.4006530245
319	0.3998137083
320	0.399250461
321	0.3986869835
322	0.3977794399
323	0.3970122255
324	0.396389299
325	0.3959199174
326	0.3954821146
327	0.3948645509
328	0.3943613668
329	0.3940269119
330	0.3933715688
331	0.3927891768
332	0.3925990148
333	0.3918155382
334	0.3912470241
335	0.390600274
336	0.3903584431
337	0.3900052094
338	0.389428099
339	0.3888261699
340	0.3884064919
341	0.3876983474
342	0.3869763199
343	0.3863494562
344	0.3855482274
345	0.3848011411
346	0.3843174974
347	0.3836658299
348	0.382851099
349	0.382403877
350	0.3819947309
351	0.3816221406
352	0.3809106615
353	0.3801734348
354	0.3795279794
355	0.3791599654
356	0.3783613443
357	0.3780339493
358	0.3775182184
359	0.377085098
360	0.3766982506
361	0.3760527025
362	0.3756914536
363	0.3752247194
364	0.3746293055
365	0.3743564188
366	0.3737368716
367	0.3732109103
368	0.3726974659
369	0.3721841176
370	0.3715766105
371	0.3708279431
372	0.3704094787
373	0.3698232671
374	0.3694026967
375	0.3691759325
376	0.3686616818
377	0.3682448251
378	0.3676736289
379	0.3672423462
380	0.3666220837
381	0.3660547833
382	0.365557207
383	0.3646542049
384	0.3642800566
385	0.3637183971
386	0.3635852122
387	0.3629942752
388	0.3623615305
389	0.362065355
390	0.3613648332
391	0.3609621359
392	0.3606493523
393	0.3603109502
394	0.3597840038
395	0.3594125178
396	0.3589413365
397	0.3582778126
398	0.3577268008
399	0.356996417
400	0.356543733
401	0.3563343287
402	0.3558938387
403	0.3553839011
404	0.3549946348
405	0.3546535621
406	0.3544625507
407	0.3540135655
408	0.3534788986
409	0.3531374021
410	0.3524861766
411	0.3520669755
412	0.3516356862
413	0.3512880587
414	0.3507569184
415	0.3503103256
416	0.3499393579
417	0.3493496809
418	0.3490161449
419	0.3488180902
420	0.3485802561
421	0.3479234444
422	0.3473257224
423	0.3469205019
424	0.3463511119
425	0.345855544
426	0.3454254435
427	0.3447646565
428	0.3443634891
429	0.3438118431
430	0.3433782342
431	0.3429952214
432	0.3425717271
433	0.3420723925
434	0.3417411695
435	0.3411117047
436	0.3408556928
437	0.3403722495
438	0.3399747594
439	0.3395608217
440	0.3390808668
441	0.33892184
442	0.3388098213
443	0.3381669505
444	0.3377654735
445	0.3372084697
446	0.3366089761
447	0.3359413809
448	0.3353974621
449	0.3348912613
450	0.334666969
451	0.334187006
452	0.3338000062
453	0.3333438188
454	0.3326503353
455	0.3322144018
456	0.3317285428
457	0.3311010069
458	0.3307183236
459	0.3304990199
460	0.3300853943
461	0.329752331
462	0.3295408719
463	0.3290059235
464	0.3284420504
465	0.3279205834
466	0.3276138968
467	0.327139818
468	0.3264166166
469	0.3259194775
470	0.3257109092
471	0.3251929498
472	0.3249592996
473	0.3246601158
474	0.3241595535
475	0.3236568918
476	0.3233897371
477	0.3229202338
478	0.322585788
479	0.3223523547
480	0.3220457195
481	0.3214523494
482	0.3210793618
483	0.3204857773
484	0.3200671938
485	0.319708921
486	0.3192322304
487	0.3188924996
488	0.3184873801
489	0.317994674
490	0.3179146755
491	0.3175346727
492	0.3171250232
493	0.3168202407
494	0.3163224161
495	0.3158521305
496	0.3156061802
497	0.3151394899
498	0.3147322502
499	0.314452817
500	0.3140979608
501	0.3136279765
502	0.3131398716
503	0.3127508346
504	0.3122852445
505	0.3117816912
506	0.3114208231
507	0.3110180307
508	0.3105467003
509	0.3101571244
510	0.3095876583
511	0.3091013134
512	0.3087294838
513	0.3083431861
514	0.3079639946
515	0.3076133786
516	0.3071240584
517	0.3068316322
518	0.3065160844
519	0.3061522494
520	0.3056467308
521	0.3055250016
522	0.3051946362
523	0.3048831142
524	0.3042715374
525	0.3038839201
526	0.3035194145
527	0.3033643456
528	0.3032524114
529	0.3027725526
530	0.3023558615
531	0.3020725225
532	0.3017175181
533	0.3013810135
534	0.3010105226
535	0.3007224053
536	0.3002981833
537	0.2999038547
538	0.299621736
539	0.2993867025
540	0.2988056143
541	0.2985708192
542	0.2979510898
543	0.2976009366
544	0.2973642879
545	0.2969490248
546	0.2964383604
547	0.2960828849
548	0.2957722098
549	0.2954325941
550	0.2949101155
551	0.2945689592
552	0.2943103852
553	0.2939421261
554	0.2938470302
555	0.293442193
556	0.2933198983
557	0.2928606951
558	0.2924761971
559	0.2919912462
560	0.2916571076
561	0.2913496503
562	0.2909641895
563	0.2905828133
564	0.290345966
565	0.2899851277
566	0.2896047897
567	0.2894322922
568	0.2891278358
569	0.2887235574
570	0.2883222269
571	0.288212926
572	0.2880368556
573	0.2875871054
574	0.2873756571
575	0.2870180524
576	0.2866683876
577	0.2862868731
578	0.2858419104
579	0.285458174
580	0.2851492398
581	0.2847852566
582	0.2845735293
583	0.2842258703
584	0.2838463005
585	0.2835275531
586	0.2830723433
587	0.282510596
588	0.2822228306
589	0.2819459331
590	0.2819147267
591	0.2817287991
592	0.2812703417
593	0.2810094001
594	0.2807821019
595	0.280497642
596	0.2801518879
597	0.2800379387
598	0.2798164363
599	0.2794652929
600	0.2792594665
601	0.2789396014
602	0.2785845349
603	0.2780892824
604	0.2777522215
605	0.2772086933
606	0.2771292693
607	0.2766047377
608	0.2764942861
609	0.2760811398
610	0.2757527265
611	0.2752553208
612	0.2749271774
613	0.2746423119
614	0.2741815067
615	0.2737436535
616	0.2733725293
617	0.2730290931
618	0.2727354666
619	0.2725064523
620	0.2720943366
621	0.2719854323
622	0.2715824594
623	0.2711552564
624	0.2708770318
625	0.2706909229
626	0.2703636769
627	0.2701702375
628	0.2698466736
629	0.2694938456
630	0.2693077218
631	0.2690309584
632	0.2688103881
633	0.2685425522
634	0.2683248313
635	0.2681222285
636	0.267824995
637	0.2674376046
638	0.2671000279
639	0.2667455326
640	0.266538115
641	0.2663382822
642	0.2660558116
643	0.2659038372
644	0.2655199766
645	0.265179976
646	0.2646698869
647	0.2642821579
648	0.2641779855
649	0.2638675587
650	0.2635141181
651	0.2633885402
652	0.2631935055
653	0.2628299569
654	0.2624035536
655	0.2620744358
656	0.2618002519
657	0.2614484371
658	0.2610502036
659	0.2607657471
660	0.2606297293
661	0.2602768259
662	0.2598683958
663	0.2593643583
664	0.2591538909
665	0.2589423507
666	0.2586842544
667	0.2584690642
668	0.2580170019
669	0.2577071405
670	0.2574024101
671	0.2572725688
672	0.2569819871
673	0.2566056848
674	0.2562227613
675	0.2560699301
676	0.2558710012
677	0.2555970442
678	0.2553047074
679	0.2551046867
680	0.2548130618
681	0.2546199809
682	0.2543090847
683	0.2540330233
684	0.2536628048
685	0.2532636871
686	0.2529975101
687	0.2528999406
688	0.252463532
689	0.2521811053
690	0.2518165741
691	0.251500734
692	0.2511440516
693	0.2508433693
694	0.2505877722
695	0.250345091
696	0.2500679741
697	0.2496731935
698	0.2493687934
699	0.2492758201
700	0.2489378568
701	0.2486761941
702	0.2485826371
703	0.248337951
704	0.2480941423
705	0.2477685188
706	0.2475493261
707	0.2471664233
708	0.2469751727
709	0.2468234623
710	0.2464577133
711	0.2462363227
712	0.246144611
713	0.2459054002
714	0.2457682846
715	0.2454980446
716	0.2452046234
717	0.2449363122
718	0.2447225046
719	0.2443084783
720	0.2438895827
721	0.2435143706
722	0.2431902107
723	0.2429464435
724	0.2426688729
725	0.2424817267
726	0.2422156582
727	0.2419928006
728	0.2418310121
729	0.2415100874
730	0.2411499578
731	0.2410133133
732	0.240736386
733	0.2406088892
734	0.2403665293
735	0.2402045735
736	0.2399503829
737	0.2396969663
738	0.2395510185
739	0.2394244994
740	0.2391797511
741	0.2390503834
742	0.2388489917
743	0.2386518684
744	0.2384724369
745	0.238413612
746	0.2383792806
747	0.2381768922
748	0.2380216834
749	0.2377942594
750	0.2376195921
751	0.2373268298
752	0.2371149609
753	0.236941148
754	0.236851145
755	0.236525202
756	0.236366998
757	0.235985414
758	0.23565434
759	0.2355658387
760	0.2351710159
761	0.2349638111
762	0.2346869219
763	0.2344193384
764	0.2342501879
765	0.2338139166
766	0.2334162684
767	0.2331773746
768	0.2328118359
769	0.232663268
770	0.232486183
771	0.23224335
772	0.2320764044
773	0.2317962771
774	0.2313859223
775	0.2312092504
776	0.2309092821
777	0.2306107142
778	0.23033062
779	0.229908636
780	0.229497244
781	0.2292931552
782	0.2289922664
783	0.2288270204
784	0.2286578909
785	0.2284710954
786	0.2281998913
787	0.2278690806
788	0.2276288718
789	0.2274026672
790	0.2271753421
791	0.2269130511
792	0.226640929
793	0.2264455685
794	0.2261673692
795	0.2259983503
796	0.2257083886
797	0.2254034165
798	0.2251252706
799	0.2248733267
800	0.2246025474
801	0.224354758
802	0.2240962208
803	0.2238733433
804	0.2236148794
805	0.2235248018
806	0.2234468903
807	0.2231136167
808	0.2230361092
809	0.2229590283
810	0.2227182248
811	0.2224831714
812	0.2222511201
813	0.221959956
814	0.2218916395
815	0.221658157
816	0.2214531679
817	0.2212235245
818	0.2209638767
819	0.2207306048
820	0.2205119961
821	0.220226722
822	0.219978323
823	0.2197875948
824	0.2196218765
825	0.2194023521
826	0.219179675
827	0.2189672602
828	0.2188258382
829	0.2185746949
830	0.218297496
831	0.2181397875
832	0.2178804055
833	0.2176368034
834	0.217435545
835	0.2171882312
836	0.2168805823
837	0.2167458091
838	0.2163530195
839	0.2159927094
840	0.2158326233
841	0.2156109566
842	0.2152658693
843	0.2150364646
844	0.2147705936
845	0.2145683364
846	0.2144405724
847	0.2141317057
848	0.2139043733
849	0.213673372
850	0.2134472061
851	0.2131848412
852	0.212992068
853	0.2128827218
854	0.2127871977
855	0.2126431827
856	0.2124745796
857	0.2123134273
858	0.2121243088
859	0.2118782796
860	0.2118072036
861	0.2117373
862	0.2115228315
863	0.2112620761
864	0.2111053533
865	0.2108450644
866	0.210614568
867	0.2102524866
868	0.2100444144
869	0.2098424104
870	0.209522982
871	0.2092802498
872	0.2090927249
873	0.20892417
874	0.2086814874
875	0.2084473556
876	0.2081832644
877	0.2080434718
878	0.2079021049
879	0.2076510936
880	0.2074877533
881	0.2071354836
882	0.2069708485
883	0.2067478513
884	0.2063803587
885	0.206152688
886	0.2059921696
887	0.2058595402
888	0.2057279446
889	0.2055282702
890	0.2052991489
891	0.2050894496
892	0.2048489367
893	0.2045232318
894	0.2043154106
895	0.2041302914
896	0.2039104273
897	0.2037314351
898	0.2035553442
899	0.2034890101
900	0.203260379
901	0.2030496957
902	0.202737944
903	0.2025107126
904	0.2023970158
905	0.2022271832
906	0.2020370489
907	0.2017339371
908	0.2014015922
909	0.2013246301
910	0.2010404812
911	0.2008869861
912	0.2005872187
913	0.2004416081
914	0.2002894859
915	0.2001071857
916	0.1998357503
917	0.1996053152
918	0.1994438541
919	0.1991950664
920	0.1989567003
921	0.1988223786
922	0.1986698866
923	0.1985163499
924	0.1983163404
925	0.1981267618
926	0.1978690747
927	0.197717344
928	0.1975233213
929	0.197287452
930	0.197120203
931	0.1969303261
932	0.1967352961
933	0.1965805087
934	0.1963146023
935	0.1960508374
936	0.1958799592
937	0.1955857461
938	0.1953350415
939	0.1951806965
940	0.19514509
941	0.1949946168
942	0.1948543454
943	0.1945826314
944	0.1943907628
945	0.194201327
946	0.193984131
947	0.1936723898
948	0.1936107874
949	0.1933477556
950	0.1930583593
951	0.1930464634
952	0.1928062911
953	0.1926594029
954	0.1925045784
955	0.1921973609
956	0.1919353151
957	0.1917418397
958	0.1915554193
959	0.1913562322
960	0.1911144428
961	0.1908152708
962	0.1906927882
963	0.1904932434
964	0.1903136671
965	0.1900878689
966	0.1897870062
967	0.1896089365
968	0.189582309
969	0.1893639569
970	0.1891875975
971	0.1889862066
972	0.188751556
973	0.1886453124
974	0.1884703313
975	0.1881987871
976	0.1878816742
977	0.1876890626
978	0.1874735972
979	0.1873335743
980	0.1871356488
981	0.186873318
982	0.1866773495
983	0.1865201199
984	0.1863562423
985	0.1861521933
986	0.1859639411
987	0.1857744244
988	0.1856216449
989	0.1855028205
990	0.185312827
991	0.1851689215
992	0.1850759553
993	0.1848279246
994	0.1846520483
995	0.1844820219
996	0.1842382037
997	0.1839716704
998	0.1838413638
999	0.1837389904
